timestamp,epoch_ms,station_id,station_name,temperature,humidity,dew_point,pressure,wind_speed,wind_direction,solar_radiation,precipitation,cumulative_rain,battery_voltage,ground_truth_anomaly,ground_truth_label
2026-09-05T14:21:50.454383+00:00,1788618110454,AWS-001,Coastal Marine AWS,35.99,51.1,24.26,1013.73,7.7,227.7,550.6,0.0,0.0,13.99,0,NORMAL
2026-09-05T14:22:50.454383+00:00,1788618170454,AWS-001,Coastal Marine AWS,36.19,48.9,23.71,1013.7,8.4,227.3,730.8,0.0,0.0,14.09,0,NORMAL
2026-09-05T14:23:50.454383+00:00,1788618230454,AWS-001,Coastal Marine AWS,35.79,51.4,24.18,1013.72,8.3,223.7,537.0,0.0,0.0,13.97,0,NORMAL
2026-09-05T14:24:50.454383+00:00,1788618290454,AWS-001,Coastal Marine AWS,36.12,50.3,24.12,1013.74,5.7,224.0,596.7,0.0,0.0,13.99,0,NORMAL
2026-09-05T14:25:50.454383+00:00,1788618350454,AWS-001,Coastal Marine AWS,35.75,50.4,23.81,1013.74,6.2,226.9,681.1,0.0,0.0,14.12,0,NORMAL
2026-09-05T14:26:50.454383+00:00,1788618410454,AWS-001,Coastal Marine AWS,35.9,52.0,24.47,1013.71,5.2,220.2,527.1,0.0,0.0,13.95,0,NORMAL
2026-09-05T14:27:50.454383+00:00,1788618470454,AWS-001,Coastal Marine AWS,35.54,52.3,24.24,1013.76,5.0,225.0,470.2,0.0,0.0,13.93,0,NORMAL
2026-09-05T14:28:50.454383+00:00,1788618530454,AWS-001,Coastal Marine AWS,36.05,50.5,24.12,1013.86,7.3,226.5,673.3,0.0,0.0,14.09,0,NORMAL
2026-09-05T14:29:50.454383+00:00,1788618590454,AWS-001,Coastal Marine AWS,35.97,50.4,24.02,1013.74,7.6,221.4,717.6,0.0,0.0,14.11,0,NORMAL
2026-09-05T14:30:50.454383+00:00,1788618650454,AWS-001,Coastal Marine AWS,36.05,51.0,24.29,1013.74,6.6,225.4,644.0,0.0,0.0,14.04,0,NORMAL
2026-09-05T14:31:50.454383+00:00,1788618710454,AWS-001,Coastal Marine AWS,35.96,49.7,23.77,1013.71,6.8,226.1,674.9,0.0,0.0,14.07,0,NORMAL
2026-09-05T14:32:50.454383+00:00,1788618770454,AWS-001,Coastal Marine AWS,35.94,50.0,23.86,1013.82,6.1,228.9,717.1,0.0,0.0,14.08,0,NORMAL
2026-09-05T14:33:50.454383+00:00,1788618830454,AWS-001,Coastal Marine AWS,36.05,50.8,24.22,1013.8,6.6,228.2,684.8,0.0,0.0,14.09,0,NORMAL
2026-09-05T14:34:50.454383+00:00,1788618890454,AWS-001,Coastal Marine AWS,35.99,50.3,24.0,1013.71,8.1,230.7,598.5,0.0,0.0,14.01,0,NORMAL
2026-09-05T14:35:50.454383+00:00,1788618950454,AWS-001,Coastal Marine AWS,36.18,49.9,24.04,1013.74,6.2,224.6,714.4,0.0,0.0,14.1,0,NORMAL
2026-09-05T14:36:50.454383+00:00,1788619010454,AWS-001,Coastal Marine AWS,35.92,51.9,24.46,1013.76,6.1,224.3,573.4,0.0,0.0,13.99,0,NORMAL
2026-09-05T14:37:50.454383+00:00,1788619070454,AWS-001,Coastal Marine AWS,35.61,51.6,24.08,1013.72,6.1,222.1,554.6,0.0,0.0,13.99,0,NORMAL
2026-09-05T14:38:50.454383+00:00,1788619130454,AWS-001,Coastal Marine AWS,35.94,50.7,24.09,1013.76,7.5,225.2,620.3,0.0,0.0,14.03,0,NORMAL
2026-09-05T14:39:50.454383+00:00,1788619190454,AWS-001,Coastal Marine AWS,36.2,50.4,24.23,1013.75,9.9,215.4,690.3,0.0,0.0,14.06,0,NORMAL
2026-09-05T14:40:50.454383+00:00,1788619250454,AWS-001,Coastal Marine AWS,36.16,50.3,24.16,1013.67,5.8,214.0,685.7,0.0,0.0,14.08,0,NORMAL
2026-09-05T14:41:50.454383+00:00,1788619310454,AWS-001,Coastal Marine AWS,35.77,51.9,24.32,1013.72,8.0,220.2,539.3,0.0,0.0,14.0,0,NORMAL
2026-09-05T14:42:50.454383+00:00,1788619370454,AWS-001,Coastal Marine AWS,35.81,51.5,24.23,1013.75,7.7,219.7,643.2,0.0,0.0,14.05,0,NORMAL
2026-09-05T14:43:50.454383+00:00,1788619430454,AWS-001,Coastal Marine AWS,36.15,50.0,24.05,1013.78,6.8,220.0,675.7,0.0,0.0,14.07,0,NORMAL
2026-09-05T14:44:50.454383+00:00,1788619490454,AWS-001,Coastal Marine AWS,36.03,51.5,24.43,1013.67,5.9,219.3,605.1,0.0,0.0,14.01,0,NORMAL
2026-09-05T14:45:50.454383+00:00,1788619550454,AWS-001,Coastal Marine AWS,35.77,52.5,24.51,1013.74,6.7,215.5,582.3,0.0,0.0,14.04,0,NORMAL
2026-09-05T14:46:50.454383+00:00,1788619610454,AWS-001,Coastal Marine AWS,35.98,51.4,24.35,1013.71,6.1,222.3,556.8,0.0,0.0,14.04,0,NORMAL
2026-09-05T14:47:50.454383+00:00,1788619670454,AWS-001,Coastal Marine AWS,36.01,50.8,24.18,1013.75,6.2,220.4,630.6,0.0,0.0,14.03,0,NORMAL
2026-09-05T14:48:50.454383+00:00,1788619730454,AWS-001,Coastal Marine AWS,35.75,51.6,24.21,1013.7,5.9,216.5,532.3,0.0,0.0,13.97,0,NORMAL
2026-09-05T14:49:50.454383+00:00,1788619790454,AWS-001,Coastal Marine AWS,36.0,51.9,24.53,1013.73,6.9,211.8,526.7,0.0,0.0,14.0,0,NORMAL
2026-09-05T14:50:50.454383+00:00,1788619850454,AWS-001,Coastal Marine AWS,36.23,51.2,24.52,1013.66,6.3,210.7,653.3,0.0,0.0,14.04,0,NORMAL
2026-09-05T14:51:50.454383+00:00,1788619910454,AWS-001,Coastal Marine AWS,35.8,51.0,24.06,1013.65,6.7,210.7,625.2,0.0,0.0,14.07,0,NORMAL
2026-09-05T14:52:50.454383+00:00,1788619970454,AWS-001,Coastal Marine AWS,35.75,52.4,24.46,1013.75,7.4,214.7,435.1,0.0,0.0,13.88,0,NORMAL
2026-09-05T14:53:50.454383+00:00,1788620030454,AWS-001,Coastal Marine AWS,36.13,50.1,24.06,1013.69,7.1,220.3,639.8,0.0,0.0,14.01,0,NORMAL
2026-09-05T14:54:50.454383+00:00,1788620090454,AWS-001,Coastal Marine AWS,36.09,51.2,24.39,1013.65,6.0,218.0,558.0,0.0,0.0,14.01,0,NORMAL
2026-09-05T14:55:50.454383+00:00,1788620150454,AWS-001,Coastal Marine AWS,35.63,53.3,24.64,1013.7,4.8,215.2,421.9,0.0,0.0,13.88,0,NORMAL
2026-09-05T14:56:50.454383+00:00,1788620210454,AWS-001,Coastal Marine AWS,35.63,52.5,24.39,1013.65,5.1,215.3,402.0,0.0,0.0,13.9,0,NORMAL
2026-09-05T14:57:50.454383+00:00,1788620270454,AWS-001,Coastal Marine AWS,35.95,51.6,24.39,1013.66,6.7,217.6,605.3,0.0,0.0,14.02,0,NORMAL
2026-09-05T14:58:50.454383+00:00,1788620330454,AWS-001,Coastal Marine AWS,35.88,52.5,24.62,1013.61,6.3,213.1,483.1,0.0,0.0,13.95,0,NORMAL
2026-09-05T14:59:50.454383+00:00,1788620390454,AWS-001,Coastal Marine AWS,35.82,51.0,24.08,1013.73,7.8,217.3,599.5,0.0,0.0,14.0,0,NORMAL
2026-09-05T15:00:50.454383+00:00,1788620450454,AWS-001,Coastal Marine AWS,35.53,54.5,24.92,1013.69,6.4,217.3,432.1,0.0,0.0,13.91,0,NORMAL
2026-09-05T15:01:50.454383+00:00,1788620510454,AWS-001,Coastal Marine AWS,35.77,52.4,24.48,1013.64,6.2,210.8,522.7,0.0,0.0,13.98,0,NORMAL
2026-09-05T15:02:50.454383+00:00,1788620570454,AWS-001,Coastal Marine AWS,35.7,52.3,24.39,1013.68,6.8,209.5,560.7,0.0,0.0,14.02,0,NORMAL
2026-09-05T15:03:50.454383+00:00,1788620630454,AWS-001,Coastal Marine AWS,35.86,51.8,24.37,1013.61,6.2,204.0,613.1,0.0,0.0,14.02,0,NORMAL
2026-09-05T15:04:50.454383+00:00,1788620690454,AWS-001,Coastal Marine AWS,35.95,51.9,24.49,1013.61,7.9,200.3,545.9,0.0,0.0,13.99,0,NORMAL
2026-09-05T15:05:50.454383+00:00,1788620750454,AWS-001,Coastal Marine AWS,36.04,51.1,24.31,1013.64,6.4,199.0,597.0,0.0,0.0,14.02,0,NORMAL
2026-09-05T15:06:50.454383+00:00,1788620810454,AWS-001,Coastal Marine AWS,35.81,51.2,24.13,1013.76,6.3,203.5,575.0,0.0,0.0,14.01,0,NORMAL
2026-09-05T15:07:50.454383+00:00,1788620870454,AWS-001,Coastal Marine AWS,35.85,51.2,24.17,1013.66,8.1,203.4,603.7,0.0,0.0,14.04,0,NORMAL
2026-09-05T15:08:50.454383+00:00,1788620930454,AWS-001,Coastal Marine AWS,35.49,51.5,23.94,1013.59,8.0,204.2,592.0,0.0,0.0,14.03,0,NORMAL
2026-09-05T15:09:50.454383+00:00,1788620990454,AWS-001,Coastal Marine AWS,35.46,53.2,24.45,1013.69,6.3,199.4,494.6,0.0,0.0,13.94,0,NORMAL
2026-09-05T15:10:50.454383+00:00,1788621050454,AWS-001,Coastal Marine AWS,35.72,51.7,24.21,1013.63,5.9,202.2,581.3,0.0,0.0,14.0,0,NORMAL
2026-09-05T15:11:50.454383+00:00,1788621110454,AWS-001,Coastal Marine AWS,35.87,51.8,24.38,1013.63,8.2,201.7,552.0,0.0,0.0,13.97,0,NORMAL
2026-09-05T15:12:50.454383+00:00,1788621170454,AWS-001,Coastal Marine AWS,35.64,52.3,24.33,1013.56,5.8,206.3,584.4,0.0,0.0,13.98,0,NORMAL
2026-09-05T15:13:50.454383+00:00,1788621230454,AWS-001,Coastal Marine AWS,35.6,52.6,24.39,1013.64,7.3,210.4,422.9,0.0,0.0,13.91,0,NORMAL
2026-09-05T15:14:50.454383+00:00,1788621290454,AWS-001,Coastal Marine AWS,35.36,53.1,24.33,1013.64,5.0,212.0,403.2,0.0,0.0,13.89,0,NORMAL
2026-09-05T15:15:50.454383+00:00,1788621350454,AWS-001,Coastal Marine AWS,35.59,53.0,24.51,1013.73,6.0,212.9,499.7,0.0,0.0,13.97,0,NORMAL
2026-09-05T15:16:50.454383+00:00,1788621410454,AWS-001,Coastal Marine AWS,35.54,53.7,24.68,1013.59,5.4,209.1,345.7,0.0,0.0,13.82,0,NORMAL
2026-09-05T15:17:50.454383+00:00,1788621470454,AWS-001,Coastal Marine AWS,35.84,51.3,24.19,1013.6,5.9,207.6,554.0,0.0,0.0,13.99,0,NORMAL
2026-09-05T15:18:50.454383+00:00,1788621530454,AWS-001,Coastal Marine AWS,35.58,51.7,24.08,1013.68,8.6,205.9,563.6,0.0,0.0,14.01,0,NORMAL
2026-09-05T15:19:50.454383+00:00,1788621590454,AWS-001,Coastal Marine AWS,35.56,52.3,24.26,1013.66,8.8,206.0,544.7,0.0,0.0,13.98,0,NORMAL
2026-09-05T15:20:50.454383+00:00,1788621650454,AWS-001,Coastal Marine AWS,35.63,51.9,24.19,1013.67,6.2,209.6,560.6,0.0,0.0,14.02,0,NORMAL
2026-09-05T15:21:50.454383+00:00,1788621710454,AWS-001,Coastal Marine AWS,35.64,51.2,23.98,1013.63,6.4,202.1,565.3,0.0,0.0,14.01,0,NORMAL
2026-09-05T15:22:50.454383+00:00,1788621770454,AWS-001,Coastal Marine AWS,35.58,53.8,24.75,1013.65,4.7,204.8,425.6,0.0,0.0,13.86,0,NORMAL
2026-09-05T15:23:50.454383+00:00,1788621830454,AWS-001,Coastal Marine AWS,35.45,52.1,24.09,1013.71,5.3,203.9,456.5,0.0,0.0,13.95,0,NORMAL
2026-09-05T15:24:50.454383+00:00,1788621890454,AWS-001,Coastal Marine AWS,35.66,52.6,24.45,1013.59,7.0,201.9,542.9,0.0,0.0,13.99,0,NORMAL
2026-09-05T15:25:50.454383+00:00,1788621950454,AWS-001,Coastal Marine AWS,35.35,53.0,24.29,1013.66,6.2,196.5,422.3,0.0,0.0,13.9,0,NORMAL
2026-09-05T15:26:50.454383+00:00,1788622010454,AWS-001,Coastal Marine AWS,35.42,53.4,24.48,1013.64,5.1,195.6,425.0,0.0,0.0,13.86,0,NORMAL
2026-09-05T15:27:50.454383+00:00,1788622070454,AWS-001,Coastal Marine AWS,35.48,51.9,24.06,1013.59,6.4,193.4,523.2,0.0,0.0,13.96,0,NORMAL
2026-09-05T15:28:50.454383+00:00,1788622130454,AWS-001,Coastal Marine AWS,35.61,52.2,24.27,1013.66,5.4,191.1,542.5,0.0,0.0,14.01,0,NORMAL
2026-09-05T15:29:50.454383+00:00,1788622190454,AWS-001,Coastal Marine AWS,35.47,52.8,24.33,1013.61,8.0,190.7,475.1,0.0,0.0,13.91,0,NORMAL
2026-09-05T15:30:50.454383+00:00,1788622250454,AWS-001,Coastal Marine AWS,35.7,52.3,24.39,1013.65,6.6,188.1,509.1,0.0,0.0,13.96,0,NORMAL
2026-09-05T15:31:50.454383+00:00,1788622310454,AWS-001,Coastal Marine AWS,35.63,52.6,24.42,1013.59,5.0,194.5,514.8,0.0,0.0,14.0,0,NORMAL
2026-09-05T15:32:50.454383+00:00,1788622370454,AWS-001,Coastal Marine AWS,35.67,52.6,24.45,1013.63,7.5,192.9,423.7,0.0,0.0,13.9,0,NORMAL
2026-09-05T15:33:50.454383+00:00,1788622430454,AWS-001,Coastal Marine AWS,35.37,52.6,24.18,1013.66,7.4,191.1,502.5,0.0,0.0,13.92,0,NORMAL
2026-09-05T15:34:50.454383+00:00,1788622490454,AWS-001,Coastal Marine AWS,35.68,52.9,24.56,1013.69,5.4,190.9,459.3,0.0,0.0,13.88,0,NORMAL
2026-09-05T15:35:50.454383+00:00,1788622550454,AWS-001,Coastal Marine AWS,35.21,54.3,24.56,1013.64,5.9,190.5,424.7,0.0,0.0,13.93,0,NORMAL
2026-09-05T15:36:50.454383+00:00,1788622610454,AWS-001,Coastal Marine AWS,35.56,53.5,24.64,1013.65,7.2,190.5,489.0,0.0,0.0,13.93,0,NORMAL
2026-09-05T15:37:50.454383+00:00,1788622670454,AWS-001,Coastal Marine AWS,35.15,54.0,24.41,1013.66,6.4,192.7,411.6,0.0,0.0,13.84,0,NORMAL
2026-09-05T15:38:50.454383+00:00,1788622730454,AWS-001,Coastal Marine AWS,35.17,54.4,24.56,1013.71,8.3,191.5,401.4,0.0,0.0,13.87,0,NORMAL
2026-09-05T15:39:50.454383+00:00,1788622790454,AWS-001,Coastal Marine AWS,35.52,53.4,24.57,1013.65,6.6,188.9,484.9,0.0,0.0,13.96,0,NORMAL
2026-09-05T15:40:50.454383+00:00,1788622850454,AWS-001,Coastal Marine AWS,35.37,54.3,24.71,1013.65,7.0,187.7,406.3,0.0,0.0,13.91,0,NORMAL
2026-09-05T15:41:50.454383+00:00,1788622910454,AWS-001,Coastal Marine AWS,35.54,53.8,24.71,1013.6,6.6,178.0,386.3,0.0,0.0,13.88,0,NORMAL
2026-09-05T15:42:50.454383+00:00,1788622970454,AWS-001,Coastal Marine AWS,35.13,53.7,24.3,1013.67,7.7,183.2,345.8,0.0,0.0,13.85,0,NORMAL
2026-09-05T15:43:50.454383+00:00,1788623030454,AWS-001,Coastal Marine AWS,35.43,54.5,24.83,1013.63,4.6,183.5,362.9,0.0,0.0,13.82,0,NORMAL
2026-09-05T15:44:50.454383+00:00,1788623090454,AWS-001,Coastal Marine AWS,35.17,52.8,24.06,1013.57,5.7,178.6,476.1,0.0,0.0,13.92,0,NORMAL
2026-09-05T15:45:50.454383+00:00,1788623150454,AWS-001,Coastal Marine AWS,35.35,53.8,24.54,1013.66,5.7,174.2,433.6,0.0,0.0,13.86,0,NORMAL
2026-09-05T15:46:50.454383+00:00,1788623210454,AWS-001,Coastal Marine AWS,35.15,54.3,24.51,1013.62,6.0,171.5,403.4,0.0,0.0,13.89,0,NORMAL
2026-09-05T15:47:50.454383+00:00,1788623270454,AWS-001,Coastal Marine AWS,35.37,54.6,24.8,1013.69,7.3,169.4,350.6,0.0,0.0,13.86,0,NORMAL
2026-09-05T15:48:50.454383+00:00,1788623330454,AWS-001,Coastal Marine AWS,35.34,54.3,24.68,1013.61,7.1,170.9,447.1,0.0,0.0,13.93,0,NORMAL
2026-09-05T15:49:50.454383+00:00,1788623390454,AWS-001,Coastal Marine AWS,35.2,53.5,24.31,1013.56,6.7,166.2,453.5,0.0,0.0,13.91,0,NORMAL
2026-09-05T15:50:50.454383+00:00,1788623450454,AWS-001,Coastal Marine AWS,35.18,53.6,24.32,1013.62,8.7,167.7,458.1,0.0,0.0,13.89,0,NORMAL
2026-09-05T15:51:50.454383+00:00,1788623510454,AWS-001,Coastal Marine AWS,35.29,54.4,24.67,1013.63,4.7,169.2,389.6,0.0,0.0,13.85,0,NORMAL
2026-09-05T15:52:50.454383+00:00,1788623570454,AWS-001,Coastal Marine AWS,35.43,54.1,24.7,1013.67,7.9,168.9,451.6,0.0,0.0,13.9,0,NORMAL
2026-09-05T15:53:50.454383+00:00,1788623630454,AWS-001,Coastal Marine AWS,35.36,54.8,24.86,1013.56,5.5,165.6,419.3,0.0,0.0,13.92,0,NORMAL
2026-09-05T15:54:50.454383+00:00,1788623690454,AWS-001,Coastal Marine AWS,35.15,55.4,24.84,1013.55,5.1,162.3,411.9,0.0,0.0,13.88,0,NORMAL
