datetime,temperature,humidity,pressure,wind_speed,is_anomaly_true
2012-10-05 22:00:00,23.81,53.0,1019.0,4.0,0
2012-10-05 23:00:00,23.57,64.0,1017.0,0.0,0
2012-10-06 00:00:00,22.58,64.0,1018.0,4.0,0
2012-10-06 01:00:00,21.09,68.0,1018.0,3.0,0
2012-10-06 02:00:00,19.99,77.0,1019.0,2.0,0
2012-10-06 03:00:00,19.04,73.0,1018.0,3.0,0
2012-10-06 04:00:00,18.59,73.0,1019.0,2.0,0
2012-10-06 05:00:00,17.73,77.0,1019.0,2.0,0
2012-10-06 06:00:00,17.4,72.0,1019.0,0.0,0
2012-10-06 07:00:00,17.21,87.0,1019.0,0.0,0
2012-10-06 08:00:00,17.45,82.0,1018.0,0.0,0
2012-10-06 09:00:00,17.68,77.0,1018.0,0.0,0
2012-10-06 10:00:00,17.84,72.0,1018.0,1.0,0
2012-10-06 11:00:00,18.01,68.0,1018.0,0.0,0
2012-10-06 12:00:00,18.12,77.0,1018.0,0.0,0
2012-10-06 13:00:00,18.04,72.0,1018.0,2.0,0
2012-10-06 14:00:00,17.65,77.0,1018.0,0.0,0
2012-10-06 15:00:00,17.9,72.0,1018.0,2.0,0
2012-10-06 16:00:00,19.58,68.0,1018.0,1.0,0
2012-10-06 17:00:00,20.96,64.0,1018.0,2.0,0
2012-10-06 18:00:00,22.28,60.0,1018.0,2.0,0
2012-10-06 19:00:00,23.54,56.0,1018.0,2.0,0
2012-10-06 20:00:00,23.17,60.0,1017.0,2.0,0
2012-10-06 21:00:00,22.36,60.0,1016.0,3.0,0
2012-10-06 22:00:00,21.96,60.0,1016.0,4.0,0
2012-10-06 23:00:00,21.79,64.0,1015.0,3.0,0
2012-10-07 00:00:00,21.49,68.0,1015.0,2.0,0
2012-10-07 01:00:00,20.51,73.0,1015.0,3.0,0
2012-10-07 02:00:00,19.39,73.0,1015.0,2.0,0
2012-10-07 03:00:00,18.64,73.0,1015.0,1.0,0
2012-10-07 04:00:00,18.03,73.0,1015.0,1.0,0
2012-10-07 05:00:00,17.33,77.0,1015.0,0.0,0
2012-10-07 06:00:00,16.94,78.0,1015.0,0.0,0
2012-10-07 07:00:00,16.54,80.0,1015.0,0.0,0
2012-10-07 08:00:00,16.15,82.0,1015.0,0.0,0
2012-10-07 09:00:00,15.88,88.0,1015.0,0.0,0
2012-10-07 10:00:00,15.46,82.0,1015.0,0.0,0
2012-10-07 11:00:00,15.32,82.0,1014.0,0.0,0
2012-10-07 12:00:00,15.23,77.0,1014.0,0.0,0
2012-10-07 13:00:00,15.27,77.0,1015.0,0.0,0
2012-10-07 14:00:00,15.28,77.0,1015.0,0.0,0
2012-10-07 15:00:00,16.95,77.0,1015.0,0.0,0
2012-10-07 16:00:00,18.64,72.0,1015.0,0.0,0
2012-10-07 17:00:00,21.7,73.0,1015.0,0.0,0
2012-10-07 18:00:00,23.62,64.0,1015.0,2.0,0
2012-10-07 19:00:00,24.53,64.0,1015.0,2.0,0
2012-10-07 20:00:00,24.94,60.0,1014.0,3.0,0
2012-10-07 21:00:00,24.89,44.0,1014.0,5.0,0
2012-10-07 22:00:00,24.71,60.0,1013.0,2.0,0
2012-10-07 23:00:00,24.13,64.0,1013.0,3.0,0
2012-10-08 00:00:00,23.21,69.0,1013.0,3.0,0
2012-10-08 01:00:00,22.06,73.0,1013.0,3.0,0
2012-10-08 02:00:00,20.93,78.0,1013.0,1.0,0
2012-10-08 03:00:00,20.24,78.0,1013.0,1.0,0
2012-10-08 04:00:00,19.37,78.0,1014.0,1.0,0
2012-10-08 05:00:00,18.94,78.0,1014.0,0.0,0
2012-10-08 06:00:00,18.5,83.0,1014.0,0.0,0
2012-10-08 07:00:00,18.09,83.0,1014.0,0.0,0
2012-10-08 08:00:00,17.95,83.0,1014.0,0.0,0
2012-10-08 09:00:00,18.23,83.0,1014.0,0.0,0
2012-10-08 10:00:00,18.56,77.0,1013.0,0.0,0
2012-10-08 11:00:00,18.7,83.0,1013.0,1.0,0
2012-10-08 12:00:00,18.61,77.0,1013.0,0.0,0
2012-10-08 13:00:00,18.47,77.0,1013.0,2.0,0
2012-10-08 14:00:00,18.42,77.0,1013.0,0.0,0
2012-10-08 15:00:00,19.1,73.0,1014.0,1.0,0
2012-10-08 16:00:00,20.51,73.0,1014.0,0.0,0
2012-10-08 17:00:00,21.5,73.0,1014.0,1.0,0
2012-10-08 18:00:00,23.24,68.0,1014.0,2.0,0
2012-10-08 19:00:00,23.31,53.0,1014.0,4.0,0
2012-10-08 20:00:00,23.93,50.0,1014.0,4.0,0
2012-10-08 21:00:00,24.21,53.0,1013.0,4.0,0
2012-10-08 22:00:00,23.66,64.0,1013.0,3.0,0
2012-10-08 23:00:00,23.26,64.0,1013.0,1.0,0
2012-10-09 00:00:00,22.29,69.0,1012.0,3.0,0
2012-10-09 01:00:00,21.31,73.0,1013.0,3.0,0
2012-10-09 02:00:00,19.75,77.0,1013.0,3.0,0
2012-10-09 03:00:00,19.5,73.0,1013.0,2.0,0
2012-10-09 04:00:00,19.09,77.0,1014.0,2.0,0
2012-10-09 05:00:00,18.74,77.0,1014.0,2.0,0
2012-10-09 06:00:00,18.65,73.0,1014.0,0.0,0
2012-10-09 07:00:00,18.32,82.0,1014.0,0.0,0
2012-10-09 08:00:00,18.54,77.0,1014.0,0.0,0
2012-10-09 09:00:00,18.76,73.0,1014.0,0.0,0
2012-10-09 10:00:00,18.59,73.0,1014.0,0.0,0
2012-10-09 11:00:00,18.72,73.0,1014.0,0.0,0
2012-10-09 12:00:00,18.85,73.0,1015.0,1.0,0
2012-10-09 13:00:00,18.94,68.0,1015.0,1.0,0
2012-10-09 14:00:00,18.94,68.0,1015.0,1.0,0
2012-10-09 15:00:00,19.36,64.0,1016.0,2.0,0
2012-10-09 16:00:00,19.63,64.0,1016.0,0.0,0
2012-10-09 17:00:00,20.07,68.0,1017.0,1.0,0
2012-10-09 18:00:00,22.16,60.0,1016.0,0.0,0
2012-10-09 19:00:00,22.72,56.0,1016.0,0.0,0
2012-10-09 20:00:00,23.56,56.0,1015.0,5.0,0
2012-10-09 21:00:00,23.5,53.0,1015.0,6.0,0
2012-10-09 22:00:00,22.48,64.0,1014.0,5.0,0
2012-10-09 23:00:00,22.38,64.0,1015.0,4.0,0
2012-10-10 00:00:00,21.87,64.0,1015.0,3.0,0
2012-10-10 01:00:00,20.78,68.0,1014.0,2.0,0
2012-10-10 02:00:00,19.23,73.0,1015.0,3.0,0
2012-10-10 03:00:00,18.32,77.0,1015.0,3.0,0
2012-10-10 04:00:00,17.64,72.0,1016.0,2.0,0
2012-10-10 05:00:00,17.61,72.0,1016.0,1.0,0
2012-10-10 06:00:00,17.59,77.0,1016.0,0.0,0
2012-10-10 07:00:00,17.75,72.0,1016.0,0.0,0
2012-10-10 08:00:00,17.93,72.0,1016.0,0.0,0
2012-10-10 09:00:00,17.55,70.0,1016.0,0.0,0
2012-10-10 10:00:00,17.17,69.0,1016.0,0.0,0
2012-10-10 11:00:00,16.79,68.0,1016.0,0.0,0
2012-10-10 12:00:00,18.17,60.0,1015.0,1.0,0
2012-10-10 13:00:00,17.94,64.0,1015.0,1.0,0
2012-10-10 14:00:00,18.14,64.0,1016.0,1.0,0
2012-10-10 15:00:00,18.43,68.0,1017.0,1.0,0
2012-10-10 16:00:00,19.41,60.0,1017.0,1.0,0
2012-10-10 17:00:00,21.53,56.0,1016.0,1.0,0
2012-10-10 18:00:00,22.12,56.0,1016.0,3.0,0
2012-10-10 19:00:00,23.42,53.0,1016.0,4.0,0
2012-10-10 20:00:00,23.5,56.0,1015.0,5.0,0
2012-10-10 21:00:00,22.99,56.0,1015.0,6.0,0
2012-10-10 22:00:00,22.67,57.0,1012.0,5.0,0
2012-10-10 23:00:00,22.35,58.0,1009.0,4.0,0
2012-10-11 00:00:00,22.35,58.0,1009.0,4.0,0
2012-10-11 01:00:00,22.35,58.0,1009.0,4.0,0
2012-10-11 02:00:00,22.35,58.0,1009.0,4.0,0
2012-10-11 03:00:00,22.35,58.0,1009.0,4.0,0
2012-10-11 04:00:00,22.35,58.0,1009.0,4.0,0
2012-10-11 05:00:00,19.2,71.0,1010.0,3.0,0
2012-10-11 06:00:00,16.04,84.0,1011.0,1.0,0
2012-10-11 07:00:00,16.97,72.0,1016.0,0.0,0
2012-10-11 08:00:00,17.41,64.0,1016.0,1.0,0
2012-10-11 09:00:00,17.28,64.0,1016.0,0.0,0
2012-10-11 10:00:00,17.2,72.0,1016.0,0.0,0
2012-10-11 11:00:00,16.82,68.0,1015.0,0.0,0
2012-10-11 12:00:00,16.79,87.0,1015.0,0.0,0
2012-10-11 13:00:00,16.66,68.0,1015.0,1.0,0
2012-10-11 14:00:00,16.88,68.0,1016.0,2.0,0
2012-10-11 15:00:00,18.59,72.0,1016.0,2.0,0
2012-10-11 16:00:00,19.33,67.0,1014.0,3.0,0
2012-10-11 17:00:00,20.07,62.0,1012.0,3.0,0
2012-10-11 18:00:00,20.81,58.0,1011.0,3.0,0
2012-10-11 19:00:00,21.55,53.0,1009.0,4.0,0
2012-10-11 20:00:00,21.55,53.0,1009.0,4.0,0
2012-10-11 21:00:00,22.17,53.0,1014.0,5.0,0
2012-10-11 22:00:00,22.05,56.0,1014.0,5.0,0
2012-10-11 23:00:00,21.02,56.0,1014.0,5.0,0
2012-10-12 00:00:00,20.35,60.0,1014.0,4.0,0
2012-10-12 01:00:00,19.22,64.0,1014.0,3.0,0
2012-10-12 02:00:00,18.32,64.0,1014.0,3.0,0
2012-10-12 03:00:00,17.93,64.0,1014.0,2.0,0
2012-10-12 04:00:00,17.54,68.0,1015.0,2.0,0
2012-10-12 05:00:00,17.23,68.0,1015.0,2.0,0
2012-10-12 06:00:00,17.0,68.0,1015.0,2.0,0
2012-10-12 07:00:00,16.81,68.0,1014.0,2.0,0
2012-10-12 08:00:00,16.4,68.0,1014.0,1.0,0
2012-10-12 09:00:00,15.74,63.0,1014.0,1.0,0
2012-10-12 10:00:00,14.9,63.0,1014.0,0.0,0
2012-10-12 11:00:00,14.29,68.0,1013.0,1.0,0
2012-10-12 12:00:00,14.08,72.0,1013.0,0.0,0
2012-10-12 13:00:00,14.29,72.0,1014.0,2.0,0
2012-10-12 14:00:00,14.15,72.0,1013.0,2.0,0
2012-10-12 15:00:00,16.11,68.0,1014.0,2.0,0
2012-10-12 16:00:00,17.33,72.0,1014.0,4.0,0
2012-10-12 17:00:00,18.59,68.0,1015.0,4.0,0
2012-10-12 18:00:00,18.22,60.0,1015.0,5.0,0
2012-10-12 19:00:00,17.19,68.0,1015.0,5.0,0
2012-10-12 20:00:00,18.76,68.0,1014.0,4.0,0
2012-10-12 21:00:00,19.04,68.0,1014.0,3.0,0
2012-10-12 22:00:00,18.5,72.0,1014.0,4.0,0
2012-10-12 23:00:00,19.32,63.0,1014.0,5.0,0
2012-10-13 00:00:00,19.41,60.0,1013.0,5.0,0
2012-10-13 01:00:00,19.49,57.0,1012.0,5.0,0
2012-10-13 02:00:00,19.58,54.0,1011.0,5.0,0
2012-10-13 03:00:00,19.66,52.0,1010.0,5.0,0
2012-10-13 04:00:00,19.75,49.0,1009.0,5.0,0
2012-10-13 05:00:00,15.3,68.0,1015.0,0.0,0
2012-10-13 06:00:00,15.05,77.0,1016.0,1.0,0
2012-10-13 07:00:00,14.39,72.0,1016.0,0.0,0
2012-10-13 08:00:00,14.19,72.0,1016.0,0.0,0
2012-10-13 09:00:00,14.28,72.0,1016.0,0.0,0
2012-10-13 10:00:00,14.32,77.0,1016.0,1.0,0
2012-10-13 11:00:00,14.37,72.0,1016.0,2.0,0
2012-10-13 12:00:00,14.37,77.0,1017.0,1.0,0
2012-10-13 13:00:00,14.22,82.0,1018.0,3.0,0
2012-10-13 14:00:00,14.19,82.0,1019.0,1.0,0
2012-10-13 15:00:00,15.1,82.0,1019.0,2.0,0
2012-10-13 16:00:00,16.58,77.0,1020.0,1.0,0
2012-10-13 17:00:00,18.77,68.0,1020.0,2.0,0
2012-10-13 18:00:00,18.88,63.0,1021.0,2.0,0
2012-10-13 19:00:00,19.62,64.0,1021.0,4.0,0
2012-10-13 20:00:00,19.62,64.0,1021.0,2.0,0
2012-10-13 21:00:00,20.01,56.0,1020.0,5.0,0
2012-10-13 22:00:00,20.34,52.0,1020.0,3.0,0
2012-10-13 23:00:00,20.42,56.0,1021.0,4.0,0
2012-10-14 00:00:00,20.19,56.0,1021.0,4.0,0
2012-10-14 01:00:00,18.99,56.0,1020.0,4.0,0
2012-10-14 02:00:00,17.8,64.0,1021.0,3.0,0
2012-10-14 03:00:00,17.37,68.0,1021.0,3.0,0
2012-10-14 04:00:00,17.01,68.0,1021.0,2.0,0
2012-10-14 05:00:00,15.94,72.0,1021.0,2.0,0
2012-10-14 06:00:00,15.21,72.0,1022.0,2.0,0
2012-10-14 07:00:00,15.03,68.0,1021.0,0.0,0
2012-10-14 08:00:00,14.11,72.0,1021.0,0.0,0
2012-10-14 09:00:00,13.82,72.0,1021.0,0.0,0
2012-10-14 10:00:00,13.65,72.0,1021.0,0.0,0
2012-10-14 11:00:00,13.34,77.0,1021.0,1.0,0
2012-10-14 12:00:00,13.24,82.0,1021.0,2.0,0
2012-10-14 13:00:00,13.01,77.0,1022.0,2.0,0
2012-10-14 14:00:00,12.97,77.0,1022.0,0.0,0
2012-10-14 15:00:00,14.65,72.0,1022.0,0.0,0
2012-10-14 16:00:00,17.28,67.0,1023.0,0.0,0
2012-10-14 17:00:00,18.93,60.0,1023.0,3.0,0
2012-10-14 18:00:00,21.02,56.0,1022.0,4.0,0
2012-10-14 19:00:00,21.75,53.0,1021.0,4.0,0
2012-10-14 20:00:00,22.32,56.0,1020.0,5.0,0
2012-10-14 21:00:00,22.37,56.0,1019.0,5.0,0
2012-10-14 22:00:00,22.28,60.0,1018.0,6.0,0
2012-10-14 23:00:00,22.03,60.0,1018.0,6.0,0
2012-10-15 00:00:00,21.51,60.0,1017.0,4.0,0
2012-10-15 01:00:00,19.89,64.0,1017.0,4.0,0
2012-10-15 02:00:00,19.14,64.0,1018.0,3.0,0
2012-10-15 03:00:00,18.54,72.0,1018.0,3.0,0
2012-10-15 04:00:00,18.17,72.0,1018.0,2.0,0
2012-10-15 05:00:00,17.68,82.0,1019.0,2.0,0
2012-10-15 06:00:00,17.12,82.0,1018.0,2.0,0
2012-10-15 07:00:00,16.55,77.0,1018.0,0.0,0
2012-10-15 08:00:00,15.93,77.0,1018.0,0.0,0
2012-10-15 09:00:00,15.59,82.0,1018.0,0.0,0
2012-10-15 10:00:00,15.22,82.0,1018.0,0.0,0
2012-10-15 11:00:00,14.81,82.0,1018.0,0.0,0
2012-10-15 12:00:00,14.55,77.0,1018.0,1.0,0
2012-10-15 13:00:00,14.97,77.0,1018.0,0.0,0
2012-10-15 14:00:00,14.6,77.0,1018.0,0.0,0
2012-10-15 15:00:00,16.39,72.0,1018.0,0.0,0
2012-10-15 16:00:00,19.8,68.0,1018.0,1.0,0
2012-10-15 17:00:00,23.49,60.0,1018.0,0.0,0
2012-10-15 18:00:00,23.76,60.0,1018.0,1.0,0
2012-10-15 19:00:00,26.57,21.0,1017.0,0.0,0
2012-10-15 20:00:00,28.43,19.0,1016.0,2.0,0
2012-10-15 21:00:00,27.12,60.0,1015.0,4.0,0
2012-10-15 22:00:00,27.61,47.0,1014.0,4.0,0
2012-10-15 23:00:00,26.91,57.0,1014.0,6.0,0
2012-10-16 00:00:00,26.41,42.0,1014.0,3.0,0
2012-10-16 01:00:00,25.04,41.0,1014.0,4.0,0
2012-10-16 02:00:00,23.36,50.0,1014.0,3.0,0
2012-10-16 03:00:00,22.2,56.0,1014.0,3.0,0
2012-10-16 04:00:00,21.3,47.0,1014.0,0.0,0
2012-10-16 05:00:00,20.24,56.0,1015.0,0.0,0
2012-10-16 06:00:00,19.9,60.0,1015.0,0.0,0
2012-10-16 07:00:00,19.82,56.0,1014.0,0.0,0
2012-10-16 08:00:00,19.23,60.0,1014.0,0.0,0
2012-10-16 09:00:00,18.87,56.0,1014.0,0.0,0
2012-10-16 10:00:00,18.38,60.0,1013.0,0.0,0
2012-10-16 11:00:00,18.37,63.0,1013.0,0.0,0
2012-10-16 12:00:00,17.42,63.0,1013.0,1.0,0
2012-10-16 13:00:00,16.9,52.0,1013.0,0.0,0
2012-10-16 14:00:00,16.95,55.0,1013.0,0.0,0
2012-10-16 15:00:00,20.45,52.0,1014.0,0.0,0
2012-10-16 16:00:00,23.54,56.0,1014.0,1.0,0
2012-10-16 17:00:00,25.48,46.0,1014.0,1.0,0
2012-10-16 18:00:00,26.89,64.0,1014.0,4.0,0
2012-10-16 19:00:00,27.83,39.0,1014.0,2.0,0
2012-10-16 20:00:00,27.25,69.0,1013.0,2.0,0
2012-10-16 21:00:00,28.03,61.0,1012.0,1.0,0
2012-10-16 22:00:00,28.24,73.0,1012.0,5.0,0
2012-10-16 23:00:00,27.74,34.0,1011.0,2.0,0
2012-10-17 00:00:00,26.07,44.0,1011.0,3.0,0
2012-10-17 01:00:00,22.71,88.0,1012.0,1.0,0
2012-10-17 02:00:00,20.8,94.0,1012.0,2.0,0
2012-10-17 03:00:00,20.03,83.0,1012.0,2.0,0
2012-10-17 04:00:00,19.23,93.0,1012.0,1.0,0
2012-10-17 05:00:00,18.53,93.0,1013.0,2.0,0
2012-10-17 06:00:00,18.58,93.0,1013.0,0.0,0
2012-10-17 07:00:00,17.93,93.0,1012.0,0.0,0
2012-10-17 08:00:00,17.43,93.0,1012.0,0.0,0
2012-10-17 09:00:00,16.78,100.0,1012.0,0.0,0
2012-10-17 10:00:00,16.66,93.0,1011.0,0.0,0
2012-10-17 11:00:00,16.19,100.0,1011.0,0.0,0
2012-10-17 12:00:00,15.6,93.0,1011.0,0.0,0
2012-10-17 13:00:00,15.6,93.0,1011.0,0.0,0
2012-10-17 14:00:00,15.5,88.0,1011.0,0.0,0
2012-10-17 15:00:00,17.57,77.0,1011.0,2.0,0
2012-10-17 16:00:00,20.0,88.0,1012.0,2.0,0
2012-10-17 17:00:00,20.8,88.0,1012.0,0.0,0
2012-10-17 18:00:00,23.01,28.0,1011.0,4.0,0
2012-10-17 19:00:00,24.24,28.0,1011.0,1.0,0
2012-10-17 20:00:00,27.14,27.0,1009.0,4.0,0
2012-10-17 21:00:00,27.42,34.0,1008.0,4.0,0
2012-10-17 22:00:00,28.17,25.0,1008.0,5.0,0
2012-10-17 23:00:00,28.29,32.0,1007.0,3.0,0
2012-10-18 00:00:00,26.27,39.0,1007.0,2.0,0
2012-10-18 01:00:00,24.77,47.0,1007.0,2.0,0
2012-10-18 02:00:00,22.75,44.0,1008.0,2.0,0
2012-10-18 03:00:00,21.37,49.0,1008.0,2.0,0
2012-10-18 04:00:00,20.52,68.0,1008.0,2.0,0
2012-10-18 05:00:00,19.49,77.0,1008.0,0.0,0
2012-10-18 06:00:00,18.64,73.0,1008.0,0.0,0
2012-10-18 07:00:00,17.88,93.0,1008.0,2.0,0
2012-10-18 08:00:00,17.97,88.0,1008.0,0.0,0
2012-10-18 09:00:00,17.71,88.0,1008.0,1.0,0
2012-10-18 10:00:00,17.54,82.0,1008.0,0.0,0
2012-10-18 11:00:00,16.5,77.0,1007.0,0.0,0
2012-10-18 12:00:00,16.86,72.0,1007.0,0.0,0
2012-10-18 13:00:00,17.04,62.0,1008.0,0.0,0
2012-10-18 14:00:00,17.58,63.0,1007.0,0.0,0
2012-10-18 15:00:00,20.88,46.0,1008.0,0.0,0
2012-10-18 16:00:00,23.31,43.0,1008.0,2.0,0
2012-10-18 17:00:00,28.57,36.0,1008.0,2.0,0
2012-10-18 18:00:00,30.64,27.0,1008.0,3.0,0
2012-10-18 19:00:00,33.05,27.0,1008.0,2.0,0
2012-10-18 20:00:00,32.51,22.0,1007.0,4.0,0
2012-10-18 21:00:00,32.3,22.0,1006.0,2.0,0
2012-10-18 22:00:00,31.89,23.0,1006.0,3.0,0
2012-10-18 23:00:00,31.79,17.0,1007.0,3.0,0
2012-10-19 00:00:00,31.51,14.0,1007.0,4.0,0
2012-10-19 01:00:00,28.97,18.0,1007.0,2.0,0
2012-10-19 02:00:00,27.47,23.0,1008.0,2.0,0
2012-10-19 03:00:00,25.46,32.0,1008.0,0.0,0
2012-10-19 04:00:00,24.97,39.0,1009.0,0.0,0
2012-10-19 05:00:00,24.82,36.0,1009.0,1.0,0
2012-10-19 06:00:00,24.6,22.0,1010.0,0.0,0
2012-10-19 07:00:00,25.18,69.0,1012.0,8.0,0
2012-10-19 08:00:00,22.1,73.0,1012.0,8.0,0
2012-10-19 09:00:00,21.91,73.0,1013.0,6.0,0
2012-10-19 10:00:00,21.31,83.0,1013.0,6.0,0
2012-10-19 11:00:00,20.76,83.0,1014.0,4.0,0
2012-10-19 12:00:00,20.53,88.0,1014.0,3.0,0
2012-10-19 13:00:00,20.39,78.0,1015.0,4.0,0
2012-10-19 14:00:00,20.57,73.0,1016.0,5.0,0
